click_datetime,reaction_time,precision_factor,round_start_time_iso,game_version,target_radius,misses_since_last_hit,round_number,click_in_round_number
2025-05-21T10:07:08.077793,2.284477710723877,0.5986135140402568,2025-05-21T10:07:05.793315,0.1,30,0,2,1
2025-05-21T10:07:10.189400,2.1116068363189697,0.1587047023917358,2025-05-21T10:07:05.793315,0.1,30,0,2,2
2025-05-21T10:07:12.640366,2.4509663581848145,0.49889012072090305,2025-05-21T10:07:05.793315,0.1,30,0,2,3
2025-05-21T10:07:14.647102,2.0067355632781982,0.9666666666666667,2025-05-21T10:07:05.793315,0.1,30,0,2,4
2025-05-21T10:07:16.952570,2.304469585418701,0.4532926844381091,2025-05-21T10:07:05.793315,0.1,30,0,2,5
2025-05-21T10:07:19.105873,2.152306079864502,0.53214437174606,2025-05-21T10:07:05.793315,0.1,30,0,2,6
2025-05-21T10:07:21.397596,2.2917227745056152,0.8798149574845338,2025-05-21T10:07:05.793315,0.1,30,0,2,7
2025-05-21T10:07:23.085142,1.6875457763671875,0.619941524966954,2025-05-21T10:07:05.793315,0.1,30,0,2,8
2025-05-21T10:07:25.016198,1.9310557842254639,0.7573296703573161,2025-05-21T10:07:05.793315,0.1,30,0,2,9
2025-05-21T10:07:27.085192,2.0689945220947266,0.3675444679663241,2025-05-21T10:07:05.793315,0.1,30,0,2,10
